id,ac_no,topic_id,title
30504,112,10,Flood protection works in Maharajganj inspected by state cabinet delegation
30505,112,20,Voter turnout expected to touch record highs in Maharajganj
30506,112,15,Welfare scheme execution becomes election issue in Maharajganj
30507,112,10,Flood protection works in Maharajganj inspected by state cabinet delegation
30508,112,10,Flood protection works in Maharajganj inspected by state cabinet delegation
30509,112,11,Bihar Elections 2025: Key issues dominate debates in Maharajganj
30510,112,11,Bihar Elections 2025: Key issues dominate debates in Maharajganj
30611,117,82,Flood protection works in Marhaura inspected by state cabinet delegation
30514,112,21,Political rally in Maharajganj draws massive crowds ahead of voting day
30515,112,15,Welfare scheme execution becomes election issue in Maharajganj
30516,112,6,Women voters of Maharajganj demand better primary healthcare and clean water
30517,112,15,Welfare scheme execution becomes election issue in Maharajganj
30518,112,78,High stakes battle in Maharajganj as rival candidates file affidavits
30519,112,6,Women voters of Maharajganj demand better primary healthcare and clean water
30520,113,145,High stakes battle in Ekma as rival candidates file affidavits
30521,113,-1,Independent candidates emerge as spoilers in Ekma triangular contest
30522,113,55,Women voters of Ekma demand better primary healthcare and clean water
30523,113,-1,Independent candidates emerge as spoilers in Ekma triangular contest
30524,113,30,Voter turnout expected to touch record highs in Ekma
30525,113,-1,Independent candidates emerge as spoilers in Ekma triangular contest
30526,113,-1,Independent candidates emerge as spoilers in Ekma triangular contest
30527,113,-1,Independent candidates emerge as spoilers in Ekma triangular contest
30528,113,51,Bihar Elections 2025: Key issues dominate debates in Ekma
30529,113,55,Women voters of Ekma demand better primary healthcare and clean water
30530,113,30,Voter turnout expected to touch record highs in Ekma
30531,113,30,Voter turnout expected to touch record highs in Ekma
30532,113,4,Political rally in Ekma draws massive crowds ahead of voting day
30533,113,-1,Independent candidates emerge as spoilers in Ekma triangular contest
30534,113,55,Women voters of Ekma demand better primary healthcare and clean water
30535,113,4,Political rally in Ekma draws massive crowds ahead of voting day
30536,114,73,High stakes battle in Manjhi as rival candidates file affidavits
30537,114,100,Voter turnout expected to touch record highs in Manjhi
30538,114,75,Political rally in Manjhi draws massive crowds ahead of voting day
30539,114,100,Voter turnout expected to touch record highs in Manjhi
30540,114,75,Political rally in Manjhi draws massive crowds ahead of voting day
30541,114,77,Women voters of Manjhi demand better primary healthcare and clean water
30542,114,-1,Flood protection works in Manjhi inspected by state cabinet delegation
30543,114,73,High stakes battle in Manjhi as rival candidates file affidavits
30544,114,77,Women voters of Manjhi demand better primary healthcare and clean water
30545,114,75,Political rally in Manjhi draws massive crowds ahead of voting day
30546,114,108,Economic survey reports positive growth in Manjhi assembly segment
30547,114,24,Welfare scheme execution becomes election issue in Manjhi
30548,114,108,Economic survey reports positive growth in Manjhi assembly segment
30549,114,-1,Flood protection works in Manjhi inspected by state cabinet delegation
30550,114,112,Independent candidates emerge as spoilers in Manjhi triangular contest
30551,114,112,Independent candidates emerge as spoilers in Manjhi triangular contest
30552,114,108,Economic survey reports positive growth in Manjhi assembly segment
30553,114,108,Economic survey reports positive growth in Manjhi assembly segment
30554,114,112,Independent candidates emerge as spoilers in Manjhi triangular contest
30555,114,112,Independent candidates emerge as spoilers in Manjhi triangular contest
30556,114,112,Independent candidates emerge as spoilers in Manjhi triangular contest
30557,114,112,Independent candidates emerge as spoilers in Manjhi triangular contest
30558,115,7,Bihar Elections 2025: Key issues dominate debates in Baniapur
30559,115,-1,Political rally in Baniapur draws massive crowds ahead of voting day
30560,115,48,Flood protection works in Baniapur inspected by state cabinet delegation
30561,115,23,High stakes battle in Baniapur as rival candidates file affidavits
30562,115,-1,Economic survey reports positive growth in Baniapur assembly segment
30563,115,7,Bihar Elections 2025: Key issues dominate debates in Baniapur
30564,115,-1,Economic survey reports positive growth in Baniapur assembly segment
30565,115,23,High stakes battle in Baniapur as rival candidates file affidavits
30566,115,48,Flood protection works in Baniapur inspected by state cabinet delegation
30567,115,48,Flood protection works in Baniapur inspected by state cabinet delegation
30568,115,-1,Economic survey reports positive growth in Baniapur assembly segment
30569,115,23,High stakes battle in Baniapur as rival candidates file affidavits
30570,115,-1,Economic survey reports positive growth in Baniapur assembly segment
30571,115,48,Flood protection works in Baniapur inspected by state cabinet delegation
30572,115,-1,Political rally in Baniapur draws massive crowds ahead of voting day
30573,116,90,Flood protection works in Taraiya inspected by state cabinet delegation
30574,116,18,Welfare scheme execution becomes election issue in Taraiya
30575,116,9,Economic survey reports positive growth in Taraiya assembly segment
30576,116,45,High stakes battle in Taraiya as rival candidates file affidavits
30577,116,-1,Political rally in Taraiya draws massive crowds ahead of voting day
30578,116,16,Independent candidates emerge as spoilers in Taraiya triangular contest
30579,116,45,High stakes battle in Taraiya as rival candidates file affidavits
30580,116,18,Welfare scheme execution becomes election issue in Taraiya
30581,116,-1,Political rally in Taraiya draws massive crowds ahead of voting day
30582,116,45,High stakes battle in Taraiya as rival candidates file affidavits
30583,116,81,Women voters of Taraiya demand better primary healthcare and clean water
30584,116,8,Bihar Elections 2025: Key issues dominate debates in Taraiya
30585,116,90,Flood protection works in Taraiya inspected by state cabinet delegation
30586,116,90,Flood protection works in Taraiya inspected by state cabinet delegation
30587,116,130,Voter turnout expected to touch record highs in Taraiya
30588,116,9,Economic survey reports positive growth in Taraiya assembly segment
30589,116,9,Economic survey reports positive growth in Taraiya assembly segment
30590,116,90,Flood protection works in Taraiya inspected by state cabinet delegation
30591,116,-1,Political rally in Taraiya draws massive crowds ahead of voting day
30592,116,90,Flood protection works in Taraiya inspected by state cabinet delegation
30593,116,-1,Political rally in Taraiya draws massive crowds ahead of voting day
30594,116,130,Voter turnout expected to touch record highs in Taraiya
30595,116,9,Economic survey reports positive growth in Taraiya assembly segment
30596,116,130,Voter turnout expected to touch record highs in Taraiya
30597,116,18,Welfare scheme execution becomes election issue in Taraiya
30598,116,81,Women voters of Taraiya demand better primary healthcare and clean water
30599,116,9,Economic survey reports positive growth in Taraiya assembly segment
30600,116,9,Economic survey reports positive growth in Taraiya assembly segment
30601,116,45,High stakes battle in Taraiya as rival candidates file affidavits
30602,117,9,Economic survey reports positive growth in Marhaura assembly segment
30603,117,9,Economic survey reports positive growth in Marhaura assembly segment
30604,117,104,Women voters of Marhaura demand better primary healthcare and clean water
30605,117,129,Welfare scheme execution becomes election issue in Marhaura
30606,117,34,Political rally in Marhaura draws massive crowds ahead of voting day
30607,117,89,High stakes battle in Marhaura as rival candidates file affidavits
30608,117,129,Welfare scheme execution becomes election issue in Marhaura
30609,117,104,Women voters of Marhaura demand better primary healthcare and clean water
30610,117,104,Women voters of Marhaura demand better primary healthcare and clean water
30711,122,48,Flood protection works in Sonpur inspected by state cabinet delegation
30712,122,-1,Economic survey reports positive growth in Sonpur assembly segment
30713,122,-1,Economic survey reports positive growth in Sonpur assembly segment
30714,122,59,High stakes battle in Sonpur as rival candidates file affidavits
30715,122,1,Welfare scheme execution becomes election issue in Sonpur
30716,122,7,Bihar Elections 2025: Key issues dominate debates in Sonpur
30717,122,59,High stakes battle in Sonpur as rival candidates file affidavits
30718,122,25,Voter turnout expected to touch record highs in Sonpur
30719,122,48,Flood protection works in Sonpur inspected by state cabinet delegation
30720,122,-1,Economic survey reports positive growth in Sonpur assembly segment
30721,122,25,Voter turnout expected to touch record highs in Sonpur
30722,123,68,High stakes battle in Hajipur as rival candidates file affidavits
30723,123,7,Bihar Elections 2025: Key issues dominate debates in Hajipur
30724,123,2,Independent candidates emerge as spoilers in Hajipur triangular contest
30612,117,34,Political rally in Marhaura draws massive crowds ahead of voting day
30613,117,140,Voter turnout expected to touch record highs in Marhaura
30614,117,82,Flood protection works in Marhaura inspected by state cabinet delegation
30615,117,104,Women voters of Marhaura demand better primary healthcare and clean water
30616,117,82,Flood protection works in Marhaura inspected by state cabinet delegation
30617,117,129,Welfare scheme execution becomes election issue in Marhaura
30618,117,104,Women voters of Marhaura demand better primary healthcare and clean water
30619,117,89,High stakes battle in Marhaura as rival candidates file affidavits
30620,117,140,Voter turnout expected to touch record highs in Marhaura
30621,117,140,Voter turnout expected to touch record highs in Marhaura
30622,117,140,Voter turnout expected to touch record highs in Marhaura
30623,117,0,Bihar Elections 2025: Key issues dominate debates in Marhaura
30624,117,104,Women voters of Marhaura demand better primary healthcare and clean water
30625,118,19,Political rally in Chapra draws massive crowds ahead of voting day
30626,118,109,Independent candidates emerge as spoilers in Chapra triangular contest
30627,118,109,Independent candidates emerge as spoilers in Chapra triangular contest
30628,118,109,Independent candidates emerge as spoilers in Chapra triangular contest
30629,118,57,Welfare scheme execution becomes election issue in Chapra
30630,118,109,Independent candidates emerge as spoilers in Chapra triangular contest
30631,118,50,Economic survey reports positive growth in Chapra assembly segment
30632,118,57,Welfare scheme execution becomes election issue in Chapra
30633,118,109,Independent candidates emerge as spoilers in Chapra triangular contest
30634,118,88,Flood protection works in Chapra inspected by state cabinet delegation
30635,118,89,High stakes battle in Chapra as rival candidates file affidavits
30636,118,-1,Bihar Elections 2025: Key issues dominate debates in Chapra
30637,118,110,Women voters of Chapra demand better primary healthcare and clean water
30638,118,109,Independent candidates emerge as spoilers in Chapra triangular contest
30639,118,109,Independent candidates emerge as spoilers in Chapra triangular contest
30640,118,88,Flood protection works in Chapra inspected by state cabinet delegation
30641,118,50,Economic survey reports positive growth in Chapra assembly segment
30642,119,94,Women voters of Garkha demand better primary healthcare and clean water
30643,119,117,High stakes battle in Garkha as rival candidates file affidavits
30644,119,66,Bihar Elections 2025: Key issues dominate debates in Garkha
30645,119,134,Welfare scheme execution becomes election issue in Garkha
30646,119,134,Welfare scheme execution becomes election issue in Garkha
30647,119,66,Bihar Elections 2025: Key issues dominate debates in Garkha
30648,119,-1,Economic survey reports positive growth in Garkha assembly segment
30649,119,37,Voter turnout expected to touch record highs in Garkha
30650,119,94,Women voters of Garkha demand better primary healthcare and clean water
30651,119,66,Bihar Elections 2025: Key issues dominate debates in Garkha
30652,119,117,High stakes battle in Garkha as rival candidates file affidavits
30653,119,-1,Economic survey reports positive growth in Garkha assembly segment
30654,119,-1,Independent candidates emerge as spoilers in Garkha triangular contest
30655,119,-1,Economic survey reports positive growth in Garkha assembly segment
30656,119,5,Flood protection works in Garkha inspected by state cabinet delegation
30657,120,73,High stakes battle in Amnour as rival candidates file affidavits
30658,120,46,Flood protection works in Amnour inspected by state cabinet delegation
30659,120,46,Flood protection works in Amnour inspected by state cabinet delegation
30660,120,70,Voter turnout expected to touch record highs in Amnour
30661,120,73,High stakes battle in Amnour as rival candidates file affidavits
30662,120,0,Bihar Elections 2025: Key issues dominate debates in Amnour
30663,120,44,Economic survey reports positive growth in Amnour assembly segment
30664,120,77,Women voters of Amnour demand better primary healthcare and clean water
30665,120,70,Voter turnout expected to touch record highs in Amnour
30666,120,46,Flood protection works in Amnour inspected by state cabinet delegation
30667,120,77,Women voters of Amnour demand better primary healthcare and clean water
30668,120,70,Voter turnout expected to touch record highs in Amnour
30669,120,44,Economic survey reports positive growth in Amnour assembly segment
30670,120,44,Economic survey reports positive growth in Amnour assembly segment
30671,120,73,High stakes battle in Amnour as rival candidates file affidavits
30672,120,39,Welfare scheme execution becomes election issue in Amnour
30673,120,112,Independent candidates emerge as spoilers in Amnour triangular contest
30674,120,77,Women voters of Amnour demand better primary healthcare and clean water
30675,120,0,Bihar Elections 2025: Key issues dominate debates in Amnour
30676,120,44,Economic survey reports positive growth in Amnour assembly segment
30677,120,73,High stakes battle in Amnour as rival candidates file affidavits
30678,120,77,Women voters of Amnour demand better primary healthcare and clean water
30679,120,70,Voter turnout expected to touch record highs in Amnour
30680,120,70,Voter turnout expected to touch record highs in Amnour
30681,121,14,Voter turnout expected to touch record highs in Parsa
30682,121,-1,Welfare scheme execution becomes election issue in Parsa
30683,121,-1,Bihar Elections 2025: Key issues dominate debates in Parsa
30684,121,-1,Welfare scheme execution becomes election issue in Parsa
30685,121,-1,High stakes battle in Parsa as rival candidates file affidavits
30686,121,50,Economic survey reports positive growth in Parsa assembly segment
30687,121,50,Economic survey reports positive growth in Parsa assembly segment
30688,121,109,Independent candidates emerge as spoilers in Parsa triangular contest
30689,121,-1,Welfare scheme execution becomes election issue in Parsa
30690,121,-1,Welfare scheme execution becomes election issue in Parsa
30691,121,50,Economic survey reports positive growth in Parsa assembly segment
30692,121,-1,High stakes battle in Parsa as rival candidates file affidavits
30693,121,-1,Bihar Elections 2025: Key issues dominate debates in Parsa
30694,121,-1,High stakes battle in Parsa as rival candidates file affidavits
30695,121,-1,Welfare scheme execution becomes election issue in Parsa
30696,121,14,Voter turnout expected to touch record highs in Parsa
30697,121,19,Political rally in Parsa draws massive crowds ahead of voting day
30698,121,14,Voter turnout expected to touch record highs in Parsa
30699,121,110,Women voters of Parsa demand better primary healthcare and clean water
30700,121,-1,High stakes battle in Parsa as rival candidates file affidavits
30701,121,14,Voter turnout expected to touch record highs in Parsa
30702,121,109,Independent candidates emerge as spoilers in Parsa triangular contest
30703,121,110,Women voters of Parsa demand better primary healthcare and clean water
30704,121,-1,High stakes battle in Parsa as rival candidates file affidavits
30705,122,2,Independent candidates emerge as spoilers in Sonpur triangular contest
30706,122,2,Independent candidates emerge as spoilers in Sonpur triangular contest
30707,122,1,Welfare scheme execution becomes election issue in Sonpur
30708,122,-1,Political rally in Sonpur draws massive crowds ahead of voting day
30709,122,48,Flood protection works in Sonpur inspected by state cabinet delegation
30710,122,-1,Economic survey reports positive growth in Sonpur assembly segment
30811,126,100,Voter turnout expected to touch record highs in Mahua
30812,126,49,Welfare scheme execution becomes election issue in Mahua
30813,126,49,Welfare scheme execution becomes election issue in Mahua
30814,126,85,Bihar Elections 2025: Key issues dominate debates in Mahua
30815,126,108,Economic survey reports positive growth in Mahua assembly segment
30816,126,-1,Women voters of Mahua demand better primary healthcare and clean water
30817,127,7,Bihar Elections 2025: Key issues dominate debates in Raja Pakar
30818,127,123,High stakes battle in Raja Pakar as rival candidates file affidavits
30819,127,26,Political rally in Raja Pakar draws massive crowds ahead of voting day
30820,127,146,Voter turnout expected to touch record highs in Raja Pakar
30725,123,1,Welfare scheme execution becomes election issue in Hajipur
30726,123,68,High stakes battle in Hajipur as rival candidates file affidavits
30727,123,3,Women voters of Hajipur demand better primary healthcare and clean water
30728,123,2,Independent candidates emerge as spoilers in Hajipur triangular contest
30729,123,1,Welfare scheme execution becomes election issue in Hajipur
30730,123,43,Voter turnout expected to touch record highs in Hajipur
30731,123,7,Bihar Elections 2025: Key issues dominate debates in Hajipur
30732,123,47,Economic survey reports positive growth in Hajipur assembly segment
30733,123,-1,Flood protection works in Hajipur inspected by state cabinet delegation
30734,123,43,Voter turnout expected to touch record highs in Hajipur
30735,123,2,Independent candidates emerge as spoilers in Hajipur triangular contest
30736,123,7,Bihar Elections 2025: Key issues dominate debates in Hajipur
30737,123,1,Welfare scheme execution becomes election issue in Hajipur
30738,123,68,High stakes battle in Hajipur as rival candidates file affidavits
30739,123,47,Economic survey reports positive growth in Hajipur assembly segment
30740,124,105,Flood protection works in Lalganj inspected by state cabinet delegation
30741,124,6,Women voters of Lalganj demand better primary healthcare and clean water
30742,124,6,Women voters of Lalganj demand better primary healthcare and clean water
30743,124,36,Economic survey reports positive growth in Lalganj assembly segment
30744,124,36,Economic survey reports positive growth in Lalganj assembly segment
30745,124,11,Bihar Elections 2025: Key issues dominate debates in Lalganj
30746,124,17,Independent candidates emerge as spoilers in Lalganj triangular contest
30747,124,20,Voter turnout expected to touch record highs in Lalganj
30748,124,74,High stakes battle in Lalganj as rival candidates file affidavits
30749,124,105,Flood protection works in Lalganj inspected by state cabinet delegation
30750,124,105,Flood protection works in Lalganj inspected by state cabinet delegation
30751,124,11,Bihar Elections 2025: Key issues dominate debates in Lalganj
30752,124,17,Independent candidates emerge as spoilers in Lalganj triangular contest
30753,124,21,Political rally in Lalganj draws massive crowds ahead of voting day
30754,124,11,Bihar Elections 2025: Key issues dominate debates in Lalganj
30755,124,15,Welfare scheme execution becomes election issue in Lalganj
30756,124,36,Economic survey reports positive growth in Lalganj assembly segment
30757,124,17,Independent candidates emerge as spoilers in Lalganj triangular contest
30758,124,105,Flood protection works in Lalganj inspected by state cabinet delegation
30759,124,15,Welfare scheme execution becomes election issue in Lalganj
30760,124,36,Economic survey reports positive growth in Lalganj assembly segment
30761,124,17,Independent candidates emerge as spoilers in Lalganj triangular contest
30762,124,20,Voter turnout expected to touch record highs in Lalganj
30763,124,6,Women voters of Lalganj demand better primary healthcare and clean water
30764,125,8,Bihar Elections 2025: Key issues dominate debates in Vaishali
30765,125,64,Independent candidates emerge as spoilers in Vaishali triangular contest
30766,125,34,Political rally in Vaishali draws massive crowds ahead of voting day
30767,125,34,Political rally in Vaishali draws massive crowds ahead of voting day
30768,125,8,Bihar Elections 2025: Key issues dominate debates in Vaishali
30769,125,24,Welfare scheme execution becomes election issue in Vaishali
30770,125,8,Bihar Elections 2025: Key issues dominate debates in Vaishali
30771,125,24,Welfare scheme execution becomes election issue in Vaishali
30772,125,126,Voter turnout expected to touch record highs in Vaishali
30773,125,-1,High stakes battle in Vaishali as rival candidates file affidavits
30774,125,24,Welfare scheme execution becomes election issue in Vaishali
30775,125,104,Women voters of Vaishali demand better primary healthcare and clean water
30776,125,24,Welfare scheme execution becomes election issue in Vaishali
30777,125,-1,Flood protection works in Vaishali inspected by state cabinet delegation
30778,125,64,Independent candidates emerge as spoilers in Vaishali triangular contest
30779,125,108,Economic survey reports positive growth in Vaishali assembly segment
30780,125,126,Voter turnout expected to touch record highs in Vaishali
30781,125,34,Political rally in Vaishali draws massive crowds ahead of voting day
30782,125,64,Independent candidates emerge as spoilers in Vaishali triangular contest
30783,125,8,Bihar Elections 2025: Key issues dominate debates in Vaishali
30784,125,108,Economic survey reports positive growth in Vaishali assembly segment
30785,125,64,Independent candidates emerge as spoilers in Vaishali triangular contest
30786,125,34,Political rally in Vaishali draws massive crowds ahead of voting day
30787,125,-1,Flood protection works in Vaishali inspected by state cabinet delegation
30788,125,-1,High stakes battle in Vaishali as rival candidates file affidavits
30789,125,64,Independent candidates emerge as spoilers in Vaishali triangular contest
30790,126,49,Welfare scheme execution becomes election issue in Mahua
30791,126,108,Economic survey reports positive growth in Mahua assembly segment
30792,126,-1,Women voters of Mahua demand better primary healthcare and clean water
30793,126,49,Welfare scheme execution becomes election issue in Mahua
30794,126,100,Voter turnout expected to touch record highs in Mahua
30795,126,49,Welfare scheme execution becomes election issue in Mahua
30796,126,108,Economic survey reports positive growth in Mahua assembly segment
30797,126,49,Welfare scheme execution becomes election issue in Mahua
30798,126,108,Economic survey reports positive growth in Mahua assembly segment
30799,126,73,High stakes battle in Mahua as rival candidates file affidavits
30800,126,46,Flood protection works in Mahua inspected by state cabinet delegation
30801,126,108,Economic survey reports positive growth in Mahua assembly segment
30802,126,61,Political rally in Mahua draws massive crowds ahead of voting day
30803,126,-1,Women voters of Mahua demand better primary healthcare and clean water
30804,126,49,Welfare scheme execution becomes election issue in Mahua
30805,126,61,Political rally in Mahua draws massive crowds ahead of voting day
30806,126,85,Bihar Elections 2025: Key issues dominate debates in Mahua
30807,126,73,High stakes battle in Mahua as rival candidates file affidavits
30808,126,-1,Women voters of Mahua demand better primary healthcare and clean water
30809,126,85,Bihar Elections 2025: Key issues dominate debates in Mahua
30810,126,100,Voter turnout expected to touch record highs in Mahua
30911,130,-1,Independent candidates emerge as spoilers in Patepur triangular contest
30912,130,41,Flood protection works in Patepur inspected by state cabinet delegation
30913,130,12,High stakes battle in Patepur as rival candidates file affidavits
30821,127,18,Welfare scheme execution becomes election issue in Raja Pakar
30822,127,123,High stakes battle in Raja Pakar as rival candidates file affidavits
30823,127,-1,Economic survey reports positive growth in Raja Pakar assembly segment
30824,127,7,Bihar Elections 2025: Key issues dominate debates in Raja Pakar
30825,127,-1,Flood protection works in Raja Pakar inspected by state cabinet delegation
30826,127,-1,Flood protection works in Raja Pakar inspected by state cabinet delegation
30827,127,-1,Flood protection works in Raja Pakar inspected by state cabinet delegation
30828,127,-1,Flood protection works in Raja Pakar inspected by state cabinet delegation
30829,127,123,High stakes battle in Raja Pakar as rival candidates file affidavits
30830,127,-1,Women voters of Raja Pakar demand better primary healthcare and clean water
30831,127,-1,Economic survey reports positive growth in Raja Pakar assembly segment
30832,127,26,Political rally in Raja Pakar draws massive crowds ahead of voting day
30833,127,146,Voter turnout expected to touch record highs in Raja Pakar
30834,127,-1,Flood protection works in Raja Pakar inspected by state cabinet delegation
30835,127,123,High stakes battle in Raja Pakar as rival candidates file affidavits
30836,127,7,Bihar Elections 2025: Key issues dominate debates in Raja Pakar
30837,127,-1,Women voters of Raja Pakar demand better primary healthcare and clean water
30838,128,47,Economic survey reports positive growth in Raghopur assembly segment
30839,128,-1,Flood protection works in Raghopur inspected by state cabinet delegation
30840,128,119,Independent candidates emerge as spoilers in Raghopur triangular contest
30841,128,3,Women voters of Raghopur demand better primary healthcare and clean water
30842,128,39,Welfare scheme execution becomes election issue in Raghopur
30843,128,119,Independent candidates emerge as spoilers in Raghopur triangular contest
30844,128,119,Independent candidates emerge as spoilers in Raghopur triangular contest
30845,128,119,Independent candidates emerge as spoilers in Raghopur triangular contest
30846,128,126,Voter turnout expected to touch record highs in Raghopur
30847,128,3,Women voters of Raghopur demand better primary healthcare and clean water
30848,128,-1,High stakes battle in Raghopur as rival candidates file affidavits
30849,128,-1,Flood protection works in Raghopur inspected by state cabinet delegation
30850,128,47,Economic survey reports positive growth in Raghopur assembly segment
30851,128,27,Political rally in Raghopur draws massive crowds ahead of voting day
30852,128,119,Independent candidates emerge as spoilers in Raghopur triangular contest
30853,128,3,Women voters of Raghopur demand better primary healthcare and clean water
30854,128,39,Welfare scheme execution becomes election issue in Raghopur
30855,128,39,Welfare scheme execution becomes election issue in Raghopur
30856,128,-1,High stakes battle in Raghopur as rival candidates file affidavits
30857,128,119,Independent candidates emerge as spoilers in Raghopur triangular contest
30858,128,27,Political rally in Raghopur draws massive crowds ahead of voting day
30859,128,3,Women voters of Raghopur demand better primary healthcare and clean water
30860,128,27,Political rally in Raghopur draws massive crowds ahead of voting day
30861,128,3,Women voters of Raghopur demand better primary healthcare and clean water
30862,128,39,Welfare scheme execution becomes election issue in Raghopur
30863,128,3,Women voters of Raghopur demand better primary healthcare and clean water
30864,128,119,Independent candidates emerge as spoilers in Raghopur triangular contest
30865,128,39,Welfare scheme execution becomes election issue in Raghopur
30866,128,39,Welfare scheme execution becomes election issue in Raghopur
30867,128,119,Independent candidates emerge as spoilers in Raghopur triangular contest
30868,129,85,Bihar Elections 2025: Key issues dominate debates in Mahnar
30869,129,100,Voter turnout expected to touch record highs in Mahnar
30870,129,46,Flood protection works in Mahnar inspected by state cabinet delegation
30871,129,46,Flood protection works in Mahnar inspected by state cabinet delegation
30872,129,75,Political rally in Mahnar draws massive crowds ahead of voting day
30873,129,85,Bihar Elections 2025: Key issues dominate debates in Mahnar
30874,129,85,Bihar Elections 2025: Key issues dominate debates in Mahnar
30875,129,73,High stakes battle in Mahnar as rival candidates file affidavits
30876,129,73,High stakes battle in Mahnar as rival candidates file affidavits
30877,129,44,Economic survey reports positive growth in Mahnar assembly segment
30878,129,46,Flood protection works in Mahnar inspected by state cabinet delegation
30879,129,44,Economic survey reports positive growth in Mahnar assembly segment
30880,129,77,Women voters of Mahnar demand better primary healthcare and clean water
30881,129,24,Welfare scheme execution becomes election issue in Mahnar
30882,129,73,High stakes battle in Mahnar as rival candidates file affidavits
30883,129,85,Bihar Elections 2025: Key issues dominate debates in Mahnar
30884,129,75,Political rally in Mahnar draws massive crowds ahead of voting day
30885,129,77,Women voters of Mahnar demand better primary healthcare and clean water
30886,129,46,Flood protection works in Mahnar inspected by state cabinet delegation
30887,129,73,High stakes battle in Mahnar as rival candidates file affidavits
30888,129,44,Economic survey reports positive growth in Mahnar assembly segment
30889,129,85,Bihar Elections 2025: Key issues dominate debates in Mahnar
30890,129,100,Voter turnout expected to touch record highs in Mahnar
30891,129,75,Political rally in Mahnar draws massive crowds ahead of voting day
30892,129,44,Economic survey reports positive growth in Mahnar assembly segment
30893,129,77,Women voters of Mahnar demand better primary healthcare and clean water
30894,129,24,Welfare scheme execution becomes election issue in Mahnar
30895,129,112,Independent candidates emerge as spoilers in Mahnar triangular contest
30896,129,24,Welfare scheme execution becomes election issue in Mahnar
30897,130,0,Bihar Elections 2025: Key issues dominate debates in Patepur
30898,130,-1,Women voters of Patepur demand better primary healthcare and clean water
30899,130,41,Flood protection works in Patepur inspected by state cabinet delegation
30900,130,103,Economic survey reports positive growth in Patepur assembly segment
30901,130,70,Voter turnout expected to touch record highs in Patepur
30902,130,12,High stakes battle in Patepur as rival candidates file affidavits
30903,130,39,Welfare scheme execution becomes election issue in Patepur
30904,130,39,Welfare scheme execution becomes election issue in Patepur
30905,130,12,High stakes battle in Patepur as rival candidates file affidavits
30906,130,70,Voter turnout expected to touch record highs in Patepur
30907,130,39,Welfare scheme execution becomes election issue in Patepur
30908,130,39,Welfare scheme execution becomes election issue in Patepur
30909,130,0,Bihar Elections 2025: Key issues dominate debates in Patepur
30910,130,41,Flood protection works in Patepur inspected by state cabinet delegation
31011,135,29,Economic survey reports positive growth in Morwa assembly segment
31012,135,56,Welfare scheme execution becomes election issue in Morwa
31013,135,-1,Independent candidates emerge as spoilers in Morwa triangular contest
31014,135,141,Voter turnout expected to touch record highs in Morwa
31015,135,32,Flood protection works in Morwa inspected by state cabinet delegation
31016,135,56,Welfare scheme execution becomes election issue in Morwa
31017,135,56,Welfare scheme execution becomes election issue in Morwa
31018,135,4,Political rally in Morwa draws massive crowds ahead of voting day
31019,135,141,Voter turnout expected to touch record highs in Morwa
31020,135,4,Political rally in Morwa draws massive crowds ahead of voting day
31021,135,56,Welfare scheme execution becomes election issue in Morwa
31022,135,-1,Women voters of Morwa demand better primary healthcare and clean water
31023,135,-1,Independent candidates emerge as spoilers in Morwa triangular contest
31024,135,-1,High stakes battle in Morwa as rival candidates file affidavits
31025,135,-1,Independent candidates emerge as spoilers in Morwa triangular contest
31026,135,0,Bihar Elections 2025: Key issues dominate debates in Morwa
31027,135,56,Welfare scheme execution becomes election issue in Morwa
31028,136,-1,Political rally in Sarairanjan draws massive crowds ahead of voting day
30914,130,0,Bihar Elections 2025: Key issues dominate debates in Patepur
30915,130,103,Economic survey reports positive growth in Patepur assembly segment
30916,130,39,Welfare scheme execution becomes election issue in Patepur
30917,130,-1,Women voters of Patepur demand better primary healthcare and clean water
30918,130,-1,Women voters of Patepur demand better primary healthcare and clean water
30919,131,3,Women voters of Kalyanpur demand better primary healthcare and clean water
30920,131,59,High stakes battle in Kalyanpur as rival candidates file affidavits
30921,131,59,High stakes battle in Kalyanpur as rival candidates file affidavits
30922,131,4,Political rally in Kalyanpur draws massive crowds ahead of voting day
30923,131,1,Welfare scheme execution becomes election issue in Kalyanpur
30924,131,48,Flood protection works in Kalyanpur inspected by state cabinet delegation
30925,131,48,Flood protection works in Kalyanpur inspected by state cabinet delegation
30926,131,59,High stakes battle in Kalyanpur as rival candidates file affidavits
30927,131,1,Welfare scheme execution becomes election issue in Kalyanpur
30928,131,59,High stakes battle in Kalyanpur as rival candidates file affidavits
30929,131,-1,Bihar Elections 2025: Key issues dominate debates in Kalyanpur
30930,131,-1,Bihar Elections 2025: Key issues dominate debates in Kalyanpur
30931,131,-1,Bihar Elections 2025: Key issues dominate debates in Kalyanpur
30932,131,25,Voter turnout expected to touch record highs in Kalyanpur
30933,131,22,Economic survey reports positive growth in Kalyanpur assembly segment
30934,131,25,Voter turnout expected to touch record highs in Kalyanpur
30935,131,22,Economic survey reports positive growth in Kalyanpur assembly segment
30936,131,22,Economic survey reports positive growth in Kalyanpur assembly segment
30937,131,1,Welfare scheme execution becomes election issue in Kalyanpur
30938,131,25,Voter turnout expected to touch record highs in Kalyanpur
